01:35:31 INFO connecting host=127.0.0.1 port=9111 playerId=1002
01:35:31 INFO registration sent playerName=idle-client version=idle-client-1.0
01:35:31 INFO empty action sent round=70 total=70
01:35:31 INFO empty action sent round=71 total=71
01:35:31 INFO empty action sent round=72 total=72
01:35:31 INFO empty action sent round=73 total=73
01:35:31 INFO empty action sent round=74 total=74
01:35:31 INFO empty action sent round=75 total=75
01:35:31 INFO empty action sent round=76 total=76
01:35:31 INFO empty action sent round=77 total=77
01:35:31 INFO empty action sent round=78 total=78
01:35:31 INFO empty action sent round=79 total=79
01:35:31 INFO empty action sent round=80 total=80
01:35:31 INFO empty action sent round=81 total=81
01:35:31 INFO empty action sent round=82 total=82
01:35:31 INFO empty action sent round=83 total=83
01:35:31 INFO empty action sent round=84 total=84
01:35:31 INFO empty action sent round=85 total=85
01:35:31 INFO empty action sent round=86 total=86
01:35:31 INFO empty action sent round=87 total=87
01:35:31 INFO empty action sent round=88 total=88
01:35:31 INFO empty action sent round=89 total=89
01:35:31 INFO empty action sent round=90 total=90
01:35:31 INFO empty action sent round=91 total=91
01:35:31 INFO empty action sent round=92 total=92
01:35:31 INFO empty action sent round=93 total=93
01:35:31 INFO empty action sent round=94 total=94
01:35:31 INFO empty action sent round=95 total=95
01:35:31 INFO empty action sent round=96 total=96
01:35:31 INFO empty action sent round=97 total=97
01:35:31 INFO empty action sent round=98 total=98
01:35:31 INFO empty action sent round=99 total=99
01:35:31 INFO empty action sent round=100 total=100
01:35:31 INFO empty action sent round=101 total=101
01:35:31 INFO empty action sent round=102 total=102
01:35:31 INFO empty action sent round=103 total=103
01:35:31 INFO empty action sent round=104 total=104
01:35:31 INFO empty action sent round=105 total=105
01:35:31 INFO empty action sent round=106 total=106
01:35:31 INFO empty action sent round=107 total=107
01:35:31 INFO empty action sent round=108 total=108
01:35:31 INFO empty action sent round=109 total=109
01:35:31 INFO empty action sent round=110 total=110
01:35:31 INFO empty action sent round=111 total=111
01:35:31 INFO empty action sent round=112 total=112
01:35:31 INFO empty action sent round=113 total=113
01:35:31 INFO empty action sent round=114 total=114
01:35:31 INFO empty action sent round=115 total=115
01:35:31 INFO empty action sent round=116 total=116
01:35:31 INFO empty action sent round=117 total=117
01:35:31 INFO empty action sent round=118 total=118
01:35:31 INFO empty action sent round=119 total=119
01:35:31 INFO empty action sent round=120 total=120
01:35:31 INFO empty action sent round=121 total=121
01:35:31 INFO empty action sent round=122 total=122
01:35:31 INFO empty action sent round=123 total=123
01:35:31 INFO empty action sent round=124 total=124
01:35:31 INFO empty action sent round=125 total=125
01:35:31 INFO empty action sent round=126 total=126
01:35:31 INFO empty action sent round=127 total=127
01:35:31 INFO empty action sent round=128 total=128
01:35:31 INFO empty action sent round=129 total=129
01:35:31 INFO empty action sent round=130 total=130
01:35:31 INFO empty action sent round=131 total=131
01:35:31 INFO empty action sent round=132 total=132
01:35:31 INFO empty action sent round=133 total=133
01:35:31 INFO empty action sent round=134 total=134
01:35:31 INFO empty action sent round=135 total=135
01:35:31 INFO empty action sent round=136 total=136
01:35:31 INFO empty action sent round=137 total=137
01:35:31 INFO empty action sent round=138 total=138
01:35:31 INFO empty action sent round=139 total=139
01:35:31 INFO empty action sent round=140 total=140
01:35:31 INFO empty action sent round=141 total=141
01:35:31 INFO empty action sent round=142 total=142
01:35:31 INFO empty action sent round=143 total=143
01:35:31 INFO empty action sent round=144 total=144
01:35:31 INFO empty action sent round=145 total=145
01:35:31 INFO empty action sent round=146 total=146
01:35:31 INFO empty action sent round=147 total=147
01:35:31 INFO empty action sent round=148 total=148
01:35:31 INFO empty action sent round=149 total=149
01:35:31 INFO empty action sent round=150 total=150
01:35:31 INFO empty action sent round=151 total=151
01:35:31 INFO empty action sent round=152 total=152
01:35:31 INFO empty action sent round=153 total=153
01:35:31 INFO empty action sent round=154 total=154
01:35:31 INFO empty action sent round=155 total=155
01:35:31 INFO empty action sent round=156 total=156
01:35:31 INFO empty action sent round=157 total=157
01:35:31 INFO empty action sent round=158 total=158
01:35:31 INFO empty action sent round=159 total=159
01:35:31 INFO empty action sent round=160 total=160
01:35:31 INFO empty action sent round=161 total=161
01:35:31 INFO empty action sent round=162 total=162
01:35:31 INFO empty action sent round=163 total=163
01:35:31 INFO empty action sent round=164 total=164
01:35:31 INFO empty action sent round=165 total=165
01:35:31 INFO empty action sent round=166 total=166
01:35:31 INFO empty action sent round=167 total=167
01:35:31 INFO empty action sent round=168 total=168
01:35:31 INFO empty action sent round=169 total=169
01:35:31 INFO empty action sent round=170 total=170
01:35:31 INFO empty action sent round=171 total=171
01:35:31 INFO empty action sent round=172 total=172
01:35:31 INFO empty action sent round=173 total=173
01:35:31 INFO empty action sent round=174 total=174
01:35:31 INFO empty action sent round=175 total=175
01:35:31 INFO empty action sent round=176 total=176
01:35:31 INFO empty action sent round=177 total=177
01:35:31 INFO empty action sent round=178 total=178
01:35:31 INFO empty action sent round=179 total=179
01:35:31 INFO empty action sent round=180 total=180
01:35:31 INFO empty action sent round=181 total=181
01:35:31 INFO empty action sent round=182 total=182
01:35:31 INFO empty action sent round=183 total=183
01:35:31 INFO empty action sent round=184 total=184
01:35:31 INFO empty action sent round=185 total=185
01:35:31 INFO empty action sent round=186 total=186
01:35:31 INFO empty action sent round=187 total=187
01:35:31 INFO empty action sent round=188 total=188
01:35:31 INFO empty action sent round=189 total=189
01:35:31 INFO empty action sent round=190 total=190
01:35:31 INFO empty action sent round=191 total=191
01:35:31 INFO empty action sent round=192 total=192
01:35:31 INFO empty action sent round=193 total=193
01:35:31 INFO empty action sent round=194 total=194
01:35:31 INFO empty action sent round=195 total=195
01:35:31 INFO empty action sent round=196 total=196
01:35:31 INFO empty action sent round=197 total=197
01:35:31 INFO empty action sent round=198 total=198
01:35:31 INFO empty action sent round=199 total=199
01:35:31 INFO empty action sent round=200 total=200
01:35:31 INFO empty action sent round=201 total=201
01:35:31 INFO empty action sent round=202 total=202
01:35:31 INFO empty action sent round=203 total=203
01:35:31 INFO empty action sent round=204 total=204
01:35:31 INFO empty action sent round=205 total=205
01:35:31 INFO empty action sent round=206 total=206
01:35:31 INFO empty action sent round=207 total=207
01:35:31 INFO empty action sent round=208 total=208
01:35:31 INFO empty action sent round=209 total=209
01:35:31 INFO empty action sent round=210 total=210
01:35:31 INFO empty action sent round=211 total=211
01:35:31 INFO empty action sent round=212 total=212
01:35:31 INFO empty action sent round=213 total=213
01:35:31 INFO empty action sent round=214 total=214
01:35:31 INFO empty action sent round=215 total=215
01:35:31 INFO empty action sent round=216 total=216
01:35:31 INFO empty action sent round=217 total=217
01:35:31 INFO empty action sent round=218 total=218
01:35:31 INFO empty action sent round=219 total=219
01:35:31 INFO empty action sent round=220 total=220
01:35:31 INFO empty action sent round=221 total=221
01:35:31 INFO empty action sent round=222 total=222
01:35:31 INFO empty action sent round=223 total=223
01:35:31 INFO empty action sent round=224 total=224
01:35:31 INFO empty action sent round=225 total=225
01:35:31 INFO empty action sent round=226 total=226
01:35:31 INFO empty action sent round=227 total=227
01:35:31 INFO empty action sent round=228 total=228
01:35:31 INFO empty action sent round=229 total=229
01:35:31 INFO empty action sent round=230 total=230
01:35:31 INFO empty action sent round=231 total=231
01:35:31 INFO empty action sent round=232 total=232
01:35:31 INFO empty action sent round=233 total=233
01:35:31 INFO empty action sent round=234 total=234
01:35:31 INFO empty action sent round=235 total=235
01:35:31 INFO empty action sent round=236 total=236
01:35:31 INFO empty action sent round=237 total=237
01:35:31 INFO empty action sent round=238 total=238
01:35:31 INFO empty action sent round=239 total=239
01:35:31 INFO empty action sent round=240 total=240
01:35:31 INFO empty action sent round=241 total=241
01:35:31 INFO empty action sent round=242 total=242
01:35:31 INFO empty action sent round=243 total=243
01:35:31 INFO empty action sent round=244 total=244
01:35:31 INFO empty action sent round=245 total=245
01:35:31 INFO empty action sent round=246 total=246
01:35:31 INFO empty action sent round=247 total=247
01:35:31 INFO empty action sent round=248 total=248
01:35:31 INFO empty action sent round=249 total=249
01:35:31 INFO empty action sent round=250 total=250
01:35:31 INFO empty action sent round=251 total=251
01:35:31 INFO empty action sent round=252 total=252
01:35:31 INFO empty action sent round=253 total=253
01:35:31 INFO empty action sent round=254 total=254
01:35:31 INFO empty action sent round=255 total=255
01:35:31 INFO empty action sent round=256 total=256
01:35:31 INFO empty action sent round=257 total=257
01:35:31 INFO empty action sent round=258 total=258
01:35:31 INFO empty action sent round=259 total=259
01:35:31 INFO empty action sent round=260 total=260
01:35:31 INFO empty action sent round=261 total=261
01:35:31 INFO empty action sent round=262 total=262
01:35:31 INFO empty action sent round=263 total=263
01:35:31 INFO empty action sent round=264 total=264
01:35:31 INFO empty action sent round=265 total=265
01:35:31 INFO empty action sent round=266 total=266
01:35:31 INFO empty action sent round=267 total=267
01:35:31 INFO empty action sent round=268 total=268
01:35:31 INFO empty action sent round=269 total=269
01:35:31 INFO empty action sent round=270 total=270
01:35:31 INFO empty action sent round=271 total=271
01:35:31 INFO empty action sent round=272 total=272
01:35:31 INFO empty action sent round=273 total=273
01:35:31 INFO empty action sent round=274 total=274
01:35:31 INFO empty action sent round=275 total=275
01:35:31 INFO empty action sent round=276 total=276
01:35:31 INFO empty action sent round=277 total=277
01:35:31 INFO empty action sent round=278 total=278
01:35:31 INFO empty action sent round=279 total=279
01:35:31 INFO empty action sent round=280 total=280
01:35:31 INFO empty action sent round=281 total=281
01:35:31 INFO empty action sent round=282 total=282
01:35:31 INFO empty action sent round=283 total=283
01:35:31 INFO empty action sent round=284 total=284
01:35:31 INFO empty action sent round=285 total=285
01:35:31 INFO empty action sent round=286 total=286
01:35:31 INFO empty action sent round=287 total=287
01:35:31 INFO empty action sent round=288 total=288
01:35:31 INFO empty action sent round=289 total=289
01:35:31 INFO empty action sent round=290 total=290
01:35:31 INFO empty action sent round=291 total=291
01:35:31 INFO empty action sent round=292 total=292
01:35:31 INFO empty action sent round=293 total=293
01:35:31 INFO empty action sent round=294 total=294
01:35:31 INFO empty action sent round=295 total=295
01:35:31 INFO empty action sent round=296 total=296
01:35:31 INFO empty action sent round=297 total=297
01:35:31 INFO empty action sent round=298 total=298
01:35:31 INFO empty action sent round=299 total=299
01:35:31 INFO empty action sent round=300 total=300
01:35:31 INFO empty action sent round=301 total=301
01:35:31 INFO empty action sent round=302 total=302
01:35:31 INFO empty action sent round=303 total=303
01:35:31 INFO empty action sent round=304 total=304
01:35:31 INFO empty action sent round=305 total=305
01:35:31 INFO empty action sent round=306 total=306
01:35:31 INFO empty action sent round=307 total=307
01:35:31 INFO empty action sent round=308 total=308
01:35:31 INFO empty action sent round=309 total=309
01:35:31 INFO empty action sent round=310 total=310
01:35:31 INFO empty action sent round=311 total=311
01:35:31 INFO empty action sent round=312 total=312
01:35:31 INFO empty action sent round=313 total=313
01:35:31 INFO empty action sent round=314 total=314
01:35:31 INFO empty action sent round=315 total=315
01:35:31 INFO empty action sent round=316 total=316
01:35:31 INFO empty action sent round=317 total=317
01:35:31 INFO empty action sent round=318 total=318
01:35:31 INFO empty action sent round=319 total=319
01:35:31 INFO empty action sent round=320 total=320
01:35:31 INFO empty action sent round=321 total=321
01:35:31 INFO empty action sent round=322 total=322
01:35:31 INFO empty action sent round=323 total=323
01:35:31 INFO empty action sent round=324 total=324
01:35:31 INFO empty action sent round=325 total=325
01:35:31 INFO empty action sent round=326 total=326
01:35:31 INFO empty action sent round=327 total=327
01:35:31 INFO empty action sent round=328 total=328
01:35:31 INFO empty action sent round=329 total=329
01:35:31 INFO empty action sent round=330 total=330
01:35:31 INFO empty action sent round=331 total=331
01:35:31 INFO empty action sent round=332 total=332
01:35:31 INFO empty action sent round=333 total=333
01:35:31 INFO empty action sent round=334 total=334
01:35:31 INFO empty action sent round=335 total=335
01:35:31 INFO empty action sent round=336 total=336
01:35:31 INFO empty action sent round=337 total=337
01:35:31 INFO empty action sent round=338 total=338
01:35:31 INFO empty action sent round=339 total=339
01:35:31 INFO empty action sent round=340 total=340
01:35:31 INFO empty action sent round=341 total=341
01:35:31 INFO empty action sent round=342 total=342
01:35:31 INFO empty action sent round=343 total=343
01:35:31 INFO empty action sent round=344 total=344
01:35:31 INFO empty action sent round=345 total=345
01:35:31 INFO empty action sent round=346 total=346
01:35:31 INFO empty action sent round=347 total=347
01:35:31 INFO empty action sent round=348 total=348
01:35:31 INFO empty action sent round=349 total=349
01:35:31 INFO empty action sent round=350 total=350
01:35:31 INFO empty action sent round=351 total=351
01:35:31 INFO empty action sent round=352 total=352
01:35:31 INFO empty action sent round=353 total=353
01:35:31 INFO empty action sent round=354 total=354
01:35:31 INFO empty action sent round=355 total=355
01:35:31 INFO empty action sent round=356 total=356
01:35:31 INFO empty action sent round=357 total=357
01:35:31 INFO empty action sent round=358 total=358
01:35:31 INFO empty action sent round=359 total=359
01:35:31 INFO empty action sent round=360 total=360
01:35:31 INFO empty action sent round=361 total=361
01:35:31 INFO empty action sent round=362 total=362
01:35:31 INFO empty action sent round=363 total=363
01:35:31 INFO empty action sent round=364 total=364
01:35:31 INFO empty action sent round=365 total=365
01:35:31 INFO empty action sent round=366 total=366
01:35:31 INFO empty action sent round=367 total=367
01:35:31 INFO empty action sent round=368 total=368
01:35:31 INFO empty action sent round=369 total=369
01:35:31 INFO empty action sent round=370 total=370
01:35:31 INFO empty action sent round=371 total=371
01:35:31 INFO empty action sent round=372 total=372
01:35:31 INFO empty action sent round=373 total=373
01:35:31 INFO empty action sent round=374 total=374
01:35:31 INFO empty action sent round=375 total=375
01:35:31 INFO empty action sent round=376 total=376
01:35:31 INFO empty action sent round=377 total=377
01:35:31 INFO empty action sent round=378 total=378
01:35:31 INFO empty action sent round=379 total=379
01:35:31 INFO empty action sent round=380 total=380
01:35:31 INFO empty action sent round=381 total=381
01:35:31 INFO empty action sent round=382 total=382
01:35:31 INFO empty action sent round=383 total=383
01:35:31 INFO empty action sent round=384 total=384
01:35:31 INFO empty action sent round=385 total=385
01:35:31 INFO empty action sent round=386 total=386
01:35:31 INFO empty action sent round=387 total=387
01:35:31 INFO empty action sent round=388 total=388
01:35:31 INFO empty action sent round=389 total=389
01:35:31 INFO empty action sent round=390 total=390
01:35:31 INFO empty action sent round=391 total=391
01:35:31 INFO empty action sent round=392 total=392
01:35:31 INFO empty action sent round=393 total=393
01:35:31 INFO empty action sent round=394 total=394
01:35:31 INFO empty action sent round=395 total=395
01:35:31 INFO empty action sent round=396 total=396
01:35:31 INFO empty action sent round=397 total=397
01:35:31 INFO empty action sent round=398 total=398
01:35:31 INFO empty action sent round=399 total=399
01:35:31 INFO empty action sent round=400 total=400
01:35:31 INFO empty action sent round=401 total=401
01:35:31 INFO empty action sent round=402 total=402
01:35:31 INFO empty action sent round=403 total=403
01:35:31 INFO empty action sent round=404 total=404
01:35:31 INFO empty action sent round=405 total=405
01:35:31 INFO empty action sent round=406 total=406
01:35:31 INFO empty action sent round=407 total=407
01:35:31 INFO empty action sent round=408 total=408
01:35:31 INFO empty action sent round=409 total=409
01:35:31 INFO empty action sent round=410 total=410
01:35:31 INFO empty action sent round=411 total=411
01:35:31 INFO empty action sent round=412 total=412
01:35:31 INFO empty action sent round=413 total=413
01:35:31 INFO empty action sent round=414 total=414
01:35:31 INFO empty action sent round=415 total=415
01:35:31 INFO empty action sent round=416 total=416
01:35:31 INFO empty action sent round=417 total=417
01:35:31 INFO empty action sent round=418 total=418
01:35:31 INFO empty action sent round=419 total=419
01:35:31 INFO empty action sent round=420 total=420
01:35:31 INFO empty action sent round=421 total=421
01:35:31 INFO empty action sent round=422 total=422
01:35:31 INFO empty action sent round=423 total=423
01:35:31 INFO empty action sent round=424 total=424
01:35:31 INFO empty action sent round=425 total=425
01:35:31 INFO empty action sent round=426 total=426
01:35:31 INFO empty action sent round=427 total=427
01:35:31 INFO empty action sent round=428 total=428
01:35:31 INFO empty action sent round=429 total=429
01:35:31 INFO empty action sent round=430 total=430
01:35:31 INFO empty action sent round=431 total=431
01:35:31 INFO empty action sent round=432 total=432
01:35:31 INFO empty action sent round=433 total=433
01:35:31 INFO empty action sent round=434 total=434
01:35:31 INFO empty action sent round=435 total=435
01:35:31 INFO empty action sent round=436 total=436
01:35:31 INFO empty action sent round=437 total=437
01:35:31 INFO empty action sent round=438 total=438
01:35:31 INFO empty action sent round=439 total=439
01:35:31 INFO empty action sent round=440 total=440
01:35:31 INFO empty action sent round=441 total=441
01:35:31 INFO empty action sent round=442 total=442
01:35:31 INFO empty action sent round=443 total=443
01:35:31 INFO empty action sent round=444 total=444
01:35:31 INFO empty action sent round=445 total=445
01:35:32 INFO empty action sent round=446 total=446
01:35:32 INFO empty action sent round=447 total=447
01:35:32 INFO empty action sent round=448 total=448
01:35:32 INFO empty action sent round=449 total=449
01:35:32 INFO empty action sent round=450 total=450
01:35:32 INFO empty action sent round=451 total=451
01:35:32 INFO empty action sent round=452 total=452
01:35:32 INFO empty action sent round=453 total=453
01:35:32 INFO empty action sent round=454 total=454
01:35:32 INFO empty action sent round=455 total=455
01:35:32 INFO empty action sent round=456 total=456
01:35:32 INFO empty action sent round=457 total=457
01:35:32 INFO empty action sent round=458 total=458
01:35:32 INFO empty action sent round=459 total=459
01:35:32 INFO empty action sent round=460 total=460
01:35:32 INFO empty action sent round=461 total=461
01:35:32 INFO empty action sent round=462 total=462
01:35:32 INFO empty action sent round=463 total=463
01:35:32 INFO empty action sent round=464 total=464
01:35:32 INFO empty action sent round=465 total=465
01:35:32 INFO empty action sent round=466 total=466
01:35:32 INFO empty action sent round=467 total=467
01:35:32 INFO empty action sent round=468 total=468
01:35:32 INFO empty action sent round=469 total=469
01:35:32 INFO empty action sent round=470 total=470
01:35:32 INFO empty action sent round=471 total=471
01:35:32 INFO empty action sent round=472 total=472
01:35:32 INFO empty action sent round=473 total=473
01:35:32 INFO empty action sent round=474 total=474
01:35:32 INFO empty action sent round=475 total=475
01:35:32 INFO empty action sent round=476 total=476
01:35:32 INFO empty action sent round=477 total=477
01:35:32 INFO empty action sent round=478 total=478
01:35:32 INFO empty action sent round=479 total=479
01:35:32 INFO empty action sent round=480 total=480
01:35:32 INFO empty action sent round=481 total=481
01:35:32 INFO empty action sent round=482 total=482
01:35:32 INFO empty action sent round=483 total=483
01:35:32 INFO empty action sent round=484 total=484
01:35:32 INFO empty action sent round=485 total=485
01:35:32 INFO empty action sent round=486 total=486
01:35:32 INFO empty action sent round=487 total=487
01:35:32 INFO empty action sent round=488 total=488
01:35:32 INFO empty action sent round=489 total=489
01:35:32 INFO empty action sent round=490 total=490
01:35:32 INFO empty action sent round=491 total=491
01:35:32 INFO empty action sent round=492 total=492
01:35:32 INFO empty action sent round=493 total=493
01:35:32 INFO empty action sent round=494 total=494
01:35:32 INFO empty action sent round=495 total=495
01:35:32 INFO empty action sent round=496 total=496
01:35:32 INFO empty action sent round=497 total=497
01:35:32 INFO empty action sent round=498 total=498
01:35:32 INFO empty action sent round=499 total=499
01:35:32 INFO empty action sent round=500 total=500
01:35:32 INFO empty action sent round=501 total=501
01:35:32 INFO empty action sent round=502 total=502
01:35:32 INFO empty action sent round=503 total=503
01:35:32 INFO empty action sent round=504 total=504
01:35:32 INFO empty action sent round=505 total=505
01:35:32 INFO empty action sent round=506 total=506
01:35:32 INFO empty action sent round=507 total=507
01:35:32 INFO empty action sent round=508 total=508
01:35:32 INFO empty action sent round=509 total=509
01:35:32 INFO empty action sent round=510 total=510
01:35:32 INFO empty action sent round=511 total=511
01:35:32 INFO empty action sent round=512 total=512
01:35:32 INFO empty action sent round=513 total=513
01:35:32 INFO empty action sent round=514 total=514
01:35:32 INFO empty action sent round=515 total=515
01:35:32 INFO empty action sent round=516 total=516
01:35:32 INFO empty action sent round=517 total=517
01:35:32 INFO empty action sent round=518 total=518
01:35:32 INFO empty action sent round=519 total=519
01:35:32 INFO empty action sent round=520 total=520
01:35:32 INFO empty action sent round=521 total=521
01:35:32 INFO empty action sent round=522 total=522
01:35:32 INFO empty action sent round=523 total=523
01:35:32 INFO empty action sent round=524 total=524
01:35:32 INFO empty action sent round=525 total=525
01:35:32 INFO empty action sent round=526 total=526
01:35:32 INFO empty action sent round=527 total=527
01:35:32 INFO empty action sent round=528 total=528
01:35:32 INFO empty action sent round=529 total=529
01:35:32 INFO empty action sent round=530 total=530
01:35:32 INFO empty action sent round=531 total=531
01:35:32 INFO empty action sent round=532 total=532
01:35:32 INFO empty action sent round=533 total=533
01:35:32 INFO empty action sent round=534 total=534
01:35:32 INFO empty action sent round=535 total=535
01:35:32 INFO empty action sent round=536 total=536
01:35:32 INFO empty action sent round=537 total=537
01:35:32 INFO empty action sent round=538 total=538
01:35:32 INFO empty action sent round=539 total=539
01:35:32 INFO empty action sent round=540 total=540
01:35:32 INFO empty action sent round=541 total=541
01:35:32 INFO empty action sent round=542 total=542
01:35:32 INFO empty action sent round=543 total=543
01:35:32 INFO empty action sent round=544 total=544
01:35:32 INFO empty action sent round=545 total=545
01:35:32 INFO empty action sent round=546 total=546
01:35:32 INFO empty action sent round=547 total=547
01:35:32 INFO empty action sent round=548 total=548
01:35:32 INFO empty action sent round=549 total=549
01:35:32 INFO empty action sent round=550 total=550
01:35:32 INFO empty action sent round=551 total=551
01:35:32 INFO empty action sent round=552 total=552
01:35:32 INFO empty action sent round=553 total=553
01:35:32 INFO empty action sent round=554 total=554
01:35:32 INFO empty action sent round=555 total=555
01:35:32 INFO empty action sent round=556 total=556
01:35:32 INFO empty action sent round=557 total=557
01:35:32 INFO empty action sent round=558 total=558
01:35:32 INFO empty action sent round=559 total=559
01:35:32 INFO empty action sent round=560 total=560
01:35:32 INFO empty action sent round=561 total=561
01:35:32 INFO empty action sent round=562 total=562
01:35:32 INFO empty action sent round=563 total=563
01:35:32 INFO empty action sent round=564 total=564
01:35:32 INFO empty action sent round=565 total=565
01:35:32 INFO empty action sent round=566 total=566
01:35:32 INFO empty action sent round=567 total=567
01:35:32 INFO empty action sent round=568 total=568
01:35:32 INFO empty action sent round=569 total=569
01:35:32 INFO empty action sent round=570 total=570
01:35:32 INFO empty action sent round=571 total=571
01:35:32 INFO empty action sent round=572 total=572
01:35:32 INFO empty action sent round=573 total=573
01:35:32 INFO empty action sent round=574 total=574
01:35:32 INFO empty action sent round=575 total=575
01:35:32 INFO empty action sent round=576 total=576
01:35:32 INFO empty action sent round=577 total=577
01:35:32 INFO empty action sent round=578 total=578
01:35:32 INFO empty action sent round=579 total=579
01:35:32 INFO empty action sent round=580 total=580
01:35:32 INFO empty action sent round=581 total=581
01:35:32 INFO empty action sent round=582 total=582
01:35:32 INFO empty action sent round=583 total=583
01:35:32 INFO empty action sent round=584 total=584
01:35:32 INFO empty action sent round=585 total=585
01:35:32 INFO empty action sent round=586 total=586
01:35:32 INFO empty action sent round=587 total=587
01:35:32 INFO empty action sent round=588 total=588
01:35:32 INFO empty action sent round=589 total=589
01:35:32 INFO empty action sent round=590 total=590
01:35:32 INFO empty action sent round=591 total=591
01:35:32 INFO empty action sent round=592 total=592
01:35:32 INFO empty action sent round=593 total=593
01:35:32 INFO empty action sent round=594 total=594
01:35:32 INFO empty action sent round=595 total=595
01:35:32 INFO empty action sent round=596 total=596
01:35:32 INFO empty action sent round=597 total=597
01:35:32 INFO empty action sent round=598 total=598
01:35:32 INFO empty action sent round=599 total=599
01:35:32 INFO empty action sent round=600 total=600
01:35:32 INFO match over result=NORMAL winner=1001 overRound=600 actionsSent=600
